shot_id,shot_made_flag
1,0.3686625843177965
8,0.35536913413234583
17,0.5816846870899421
20,0.6708316821869221
33,0.38498793201081555
34,0.43463203242384685
35,0.4830253923252452
36,0.4541750400957634
37,0.5819071580179458
38,0.39710873139374986
45,0.426817199140083
50,0.42260354053949845
55,0.30860222331405734
60,0.3339432342130774
66,0.3051788573402971
67,0.34970871842478
71,0.422560886944102
80,0.3363978781166548
85,0.33655703417878846
86,0.6876624308141814
95,0.6774508338510862
104,0.38293600870455213
113,0.38701675785164286
123,0.35876882447240915
126,0.7910523233031953
133,0.43960004867954683
141,0.2695629620918939
144,0.420810652813966
150,0.556921822333694
152,0.427805445950803
153,0.5590930227710907
156,0.39005692571121964
159,0.9085248918774876
165,0.7197233347954765
172,0.395338267814644
182,0.8267766227856904
192,0.4621160994367556
193,0.5566632927289032
196,0.3945510526566635
202,0.43275502533935417
210,0.3319174151910104
211,0.4513765331606087
228,0.9244568444608399
257,0.4052349043380414
260,0.4101521075153853
264,0.3832189815262143
267,0.7087844603811363
279,0.9078548884481731
282,0.43889065408262
293,0.35931723430711127
299,0.920069229191124
300,0.7185298215230312
301,0.8922593621449673
317,0.33873044639276345
327,0.3893089504064913
328,0.29970179388180385
335,0.37171309188726026
346,0.8407978909920946
348,0.23413278339729993
365,0.42472949381642605
390,0.6142700662343981
391,0.6515097875869172
392,0.8649905229996625
397,0.366004019475702
418,0.3853957753634064
428,0.19846967034192378
434,0.6544822974361247
439,0.6590289369506694
440,0.3593732074166106
456,0.36948168901503076
459,0.3021841920424293
472,0.3918445501202627
480,0.27097196549250435
491,0.34439352939112494
497,0.42943377207393146
509,0.33156832140014325
511,0.3329630561948834
523,0.25209405977397453
533,0.37924851136694293
544,0.42650937107017556
546,0.3621030717777672
555,0.6911539266660541
558,0.3463681332843067
560,0.3285858974926517
573,0.29104065210535446
591,0.4116987948980195
596,0.36948987194972266
597,0.4248935152660461
601,0.6394779295531464
605,0.41356925043946097
617,0.3337540589445079
628,0.30837356039740926
634,0.3771712097798185
646,0.2731802450780026
649,0.3690789482799959
651,0.7053853276479094
654,0.8821879663383825
656,0.49498790882938615
657,0.43960966698943027
