shot_id,shot_made_flag
1,0.3887126566113408
8,0.3244818839263488
17,0.5945762540031797
20,0.5971756861475718
33,0.35586880528169235
34,0.42315727422331656
35,0.41313906103020587
36,0.41882089843256193
37,0.5777480829598387
38,0.37692705773277607
45,0.41882089843256193
50,0.35293556674764187
55,0.3368455721012554
60,0.3324658484266343
66,0.3390443155289286
67,0.33443883919686085
71,0.39429457266830004
80,0.32257195400724237
85,0.32155568496521
86,0.601976839662027
95,0.5887922478673998
104,0.41776424233825804
113,0.36935251317005047
123,0.356292697841586
126,0.6964992164384171
133,0.5777480829598387
141,0.3229358539419217
144,0.4208487122813504
150,0.5797604951531116
152,0.42289019599987726
153,0.5797604951531116
156,0.37915277218275767
159,0.7581533108156844
165,0.6598030416549306
172,0.4103960530575475
182,0.771094585289542
192,0.35586880528169235
193,0.5797604951531116
196,0.3642035217121774
202,0.35217305196882864
210,0.3661350383430477
211,0.399861709255374
228,0.7706746926841596
257,0.41814701355892175
260,0.41825732793115616
264,0.4175828678627357
267,0.5991785933804489
279,0.771094585289542
282,0.40627503621117633
293,0.36253867183490257
299,0.6726047313049605
300,0.5921329223047453
301,0.6503950969396914
317,0.3971658844869456
327,0.3975834504007646
328,0.33613350950469006
335,0.4251540172853472
346,0.6463427189805526
348,0.3229085400184564
365,0.41814701355892175
390,0.5971756861475718
391,0.5951491999150891
392,0.6465655536889097
397,0.37624575189998904
418,0.39649499124414955
428,0.2960194689030482
434,0.6149304908690075
439,0.4251540172853472
440,0.4175173194115677
456,0.42347654965987525
459,0.3249083942574059
472,0.4175828678627357
480,0.320633347129169
491,0.3693002758363229
497,0.4192614805521852
509,0.40933520776515636
511,0.39043962666371457
523,0.34272681723064985
533,0.4018374284750184
544,0.3835800505754179
546,0.3994292730662316
555,0.5951491999150891
558,0.41838886997468666
560,0.3535066651178001
573,0.35196777025228415
591,0.40164892189138246
596,0.3393480592887249
597,0.39378876296741544
601,0.6054738388750623
605,0.42315727422331656
617,0.33952291059076223
628,0.33752211451425473
634,0.35628127339124277
646,0.3229085400184564
649,0.3955645818349441
651,0.5971756861475718
654,0.6757563142926928
656,0.4251540172853472
657,0.41134484513716035
669,0.38726810923263477
670,0.771094585289542
693,0.6274974672197665
694,0.3463697448501241
699,0.41814701355892175
711,0.38726810923263477
718,0.35492462581623796
722,0.3540860279444501
723,0.3924000221811812
725,0.6274974672197665
734,0.3537307671521009
735,0.398151970079638
737,0.6644920293649262
746,0.3512847493978812
747,0.5830851947653454
766,0.3815040626972517
767,0.35445070388656
771,0.33230380195502074
773,0.31960562573100165
774,0.4132535774391729
783,0.32636559883402894
784,0.40860268694522356
789,0.35108493337100943
792,0.38505679824689615
804,0.3616606734219026
809,0.35445070388656
812,0.3618663282289054
813,0.38148224277962817
817,0.32576945124127565
820,0.34915805605137756
825,0.3841287117706051
826,0.3629850829159547
829,0.4183832925906988
855,0.4096589924436732
859,0.5951491999150891
862,0.39877535503358896
870,0.4132535774391729
876,0.35403842421243736
880,0.38076534160123304
886,0.8036365134468445
889,0.7029914645397628
891,0.398151970079638
897,0.8036365134468445
902,0.40940354003603463
903,0.3264867837655865
908,0.38739107861964056
909,0.41712989692629865
920,0.3883320196539994
922,0.41169030241862836
924,0.5230750526461027
932,0.38480668708733273
934,0.3845772809533055
937,0.38613180022530624
941,0.33795125818314187
943,0.3537307671521009
950,0.4133635179793728
952,0.35239676940783865
954,0.771094585289542
963,0.3626304653096466
975,0.3572432202410679
979,0.4133635179793728
981,0.3873564237557309
983,0.31382651810657725
985,0.4068895437234745
989,0.40788769249114337
995,0.4105174607538069
998,0.3746312903904986
1008,0.3229358539419217
1019,0.5951491999150891
1023,0.38961624561764285
1026,0.372037250484767
1029,0.590528572785077
1034,0.7008245240778148
1036,0.6281571935466871
1038,0.36118709835568835
1039,0.5707868495870039
1051,0.37915277218275767
1052,0.33322147053927925
1066,0.3638038363302938
1087,0.324388462704657
1092,0.3341354355352991
1094,0.6973738684112806
1098,0.40860268694522356
1099,0.4089524868746038
1102,0.3835079969664317
1118,0.408131623437242
1131,0.32388322835166533
1133,0.5971756861475718
1135,0.771094585289542
1138,0.42077187580381054
1139,0.6757563142926928
1142,0.41375083166254584
1151,0.4195399183250978
1152,0.4111287126918033
1155,0.6173358808757875
1165,0.38099856611764477
1167,0.6347953912061494
1172,0.4195399183250978
1174,0.6698868346329682
1180,0.42077187580381054
1200,0.40925478304088003
1202,0.39027197245750095
1227,0.5915757915260619
1228,0.5794127400657467
1229,0.37384441919232675
1237,0.398151970079638
1241,0.3956765058192856
1256,0.3380027579938331
1279,0.4132535774391729
1293,0.3745083761322653
1295,0.3637052557566423
1319,0.5988169366424968
1320,0.40860268694522356
1321,0.6647399714995704
1322,0.6290693854994563
1334,0.336757512824968
1351,0.5988169366424968
1373,0.34884795175893063
1375,0.34503094460461153
1380,0.38481026204882357
1382,0.6380039381965197
1385,0.37915277218275767
1399,0.37084858647103347
1403,0.7706746926841596
1428,0.320633347129169
1434,0.3841287117706051
1444,0.771094585289542
1448,0.39850059582059566
1466,0.6984975761303238
1476,0.3867434840459297
1478,0.400027020526971
1485,0.3849995588168273
1491,0.5945762540031797
1494,0.5897482572863125
1500,0.398151970079638
1501,0.5874756315880724
1503,0.41505480134472383
1519,0.5861961921068892
1524,0.40191685922884013
1529,0.6373405185983329
1533,0.6055005105762258
1538,0.8036365134468445
1539,0.3888980078845292
1546,0.398151970079638
1555,0.3629850829159547
1559,0.4043956612528755
1563,0.6313141374017833
1565,0.6055005105762258
1574,0.39505631496166715
1591,0.36106530388327157
1594,0.32167960824419756
1605,0.35338436988286537
1611,0.4132535774391729
1614,0.3867434840459297
1620,0.38779280701358193
1626,0.3340860351270666
1630,0.4132535774391729
1632,0.40884290189436473
1634,0.34316646179958255
1643,0.3629850829159547
1651,0.40860268694522356
1655,0.4115551827909041
1658,0.3320259207709756
1659,0.3867434840459297
1665,0.39695796688807305
1675,0.37736558956948907
1680,0.6752351943896796
1690,0.3930922872245743
1696,0.32167960824419756
1714,0.32167960824419756
1721,0.38613180022530624
1726,0.41339706275399485
1728,0.4135070145647403
1734,0.40165848898217227
1735,0.36908410974586714
1740,0.37786817365686604
1744,0.6876700474934433
1747,0.31495188062983154
1752,0.3330740295955145
1763,0.6049324895421015
1765,0.6055005105762258
