shot_id,shot_made_flag
1,0.3861061594861659
8,0.3347981652052979
17,0.7582397455894758
20,0.7883624420202827
33,0.40270375077680165
34,0.47974619725385226
35,0.46781126866156303
36,0.4805519319804704
37,0.6898466806494215
38,0.41238418556318923
45,0.4294500633439054
50,0.31732032635621976
55,0.3956338258298983
60,0.3632798618787768
66,0.3686543679436516
67,0.3104292759842116
71,0.3347833127996095
80,0.30459232429295097
85,0.357531728742741
86,0.6364954095393669
95,0.635219157808265
104,0.36966780725353754
113,0.36485334621002496
123,0.31233120606801695
126,0.8077221002650087
133,0.6545352148915071
141,0.2503260344965552
144,0.40558833120327215
150,0.7759937603763803
152,0.3867628426201839
153,0.7687990340666693
156,0.38561687018108265
159,0.9232426212925443
165,0.8025819104993809
172,0.4407850634800024
182,0.9311726291727265
192,0.37176783462965984
193,0.7739349619104846
196,0.3380775973749354
202,0.3270149051144407
210,0.3359207238183311
211,0.37170538258059566
228,0.9004735899408147
257,0.4235903881363006
260,0.4160638147632636
264,0.40547448492515026
267,0.5893381528467643
279,0.924162824026794
282,0.4102184358527972
293,0.3877122884776822
299,0.7473536896336715
300,0.5941784546234001
301,0.7607005921265169
317,0.3345470840336539
327,0.37756390458906997
328,0.3844019650733909
335,0.4398672858582705
346,0.7416619058777403
348,0.3136620013666869
365,0.4225351616808286
390,0.7473951192914811
391,0.738517701333258
392,0.7304495954653483
397,0.38016705285781766
418,0.3746515075404132
428,0.29218905248038385
434,0.5924106366751639
439,0.4090954416968981
440,0.3654765963025943
456,0.37775895727125974
459,0.34073142785685423
472,0.42159899528834793
480,0.3128329460941695
491,0.3623917427771187
497,0.3268414402693344
509,0.3750537705844119
511,0.3895368173876044
523,0.3392707784763971
533,0.39782075308810644
544,0.4028736777672126
546,0.38035618579214353
555,0.7557707833860777
558,0.40721098872240097
560,0.3612176194452838
573,0.3332701939578187
591,0.3628789920711542
596,0.3371482644910362
597,0.33745437768453496
601,0.5672865102788791
605,0.43486372666837625
617,0.34724502403509616
628,0.28814888553195916
634,0.3472298137989504
646,0.2734636549737148
649,0.38356125519992357
651,0.7300894545054842
654,0.7584821436581496
656,0.44384120424244117
657,0.4296192266721479
669,0.33903966869231394
670,0.9240572121836759
693,0.5892122238461318
694,0.28989841862633786
699,0.4324785071033233
711,0.3561804715853972
718,0.3764320984081743
722,0.36341981410022006
723,0.39277704219584675
725,0.6817223189091038
734,0.33983592266706597
735,0.40304697489691427
737,0.7509061749342709
746,0.3407779319544507
747,0.6183009396972533
766,0.3644267056677635
767,0.3248878571780052
771,0.2923664365966892
773,0.30200470362368226
774,0.3880740780800279
783,0.30472264928761056
784,0.34188576419910355
789,0.3184142568982359
792,0.3367150612656614
804,0.3279466902641985
809,0.33188829090831345
812,0.31571196824673037
813,0.3414808291933005
817,0.31941947142089955
820,0.33838599036330796
825,0.324355699299864
826,0.35392122995013353
829,0.4194933070390352
855,0.3376855836718292
859,0.7389981280912845
862,0.3248979346997052
870,0.3255954156343293
876,0.37130961575359817
880,0.3131625672440091
886,0.9756687822213507
889,0.8064695521249251
891,0.4077226160816136
897,0.9741173099020282
902,0.3914000968559632
903,0.32741702145261325
908,0.35992810226444316
909,0.3825710299966963
920,0.32052420352195976
922,0.35889726771777447
924,0.6146219539370158
932,0.3007995176034238
934,0.32015141356498983
937,0.288455062461394
941,0.3947952556684015
943,0.3650476420828733
950,0.42468461291035303
952,0.39743834254298605
954,0.9302771043248859
963,0.3327186300521722
975,0.3420604234436394
979,0.3932011982998173
981,0.3488542555945797
983,0.3223909928543203
985,0.42753608203628923
989,0.3987937745522831
995,0.4018805400331014
998,0.4079165322132513
1008,0.28561593444865835
1019,0.769158465802294
1023,0.39095637191209176
1026,0.32697908602875975
1029,0.6177157881319706
1034,0.7873719644669622
1036,0.5560362022448014
1038,0.33935075521737973
1039,0.593258374067155
1051,0.38872358474185076
1052,0.33106282839284285
1066,0.32127544882978076
1087,0.2788816008708275
1092,0.35502898121312626
1094,0.7910388854063832
1098,0.3632779238946127
1099,0.3003434172101294
1102,0.3085115414127018
1118,0.37030218899909306
1131,0.3423014309556287
1133,0.7682572430986296
1135,0.9193859775712969
1138,0.3876624582627447
1139,0.8023981368510277
1142,0.36938969456297815
1151,0.37407446341372236
1152,0.3683351316896168
1155,0.7442132616933905
1165,0.3388354300919449
1167,0.8954076224569538
1172,0.3726271396404719
1174,0.7261595573387929
1180,0.4017473713530694
1200,0.31981342740210644
1202,0.3342804743291131
1227,0.6242692260853714
1228,0.6745996005367887
1229,0.3575753396171046
1237,0.4137540356061085
1241,0.28762338830442574
1256,0.28217808120946225
1279,0.37604971216092026
1293,0.3248933585793264
1295,0.32292206651981437
1319,0.7383378563641305
1320,0.3467703772029248
1321,0.7245147833116848
1322,0.5473793657138487
1334,0.2741280135151233
1351,0.7691362159035053
1373,0.2978658016263779
1375,0.3043720793542346
1380,0.39859037198140235
1382,0.7773456425889781
1385,0.3755590777317814
1399,0.3736369333561611
1403,0.9096785279983649
1428,0.294130960261601
1434,0.28622490635743947
1444,0.9210041939486603
1448,0.369779819705093
1466,0.7983956945285848
1476,0.36268910628802675
1478,0.3554484318687437
1485,0.3100042448520427
